opinion	question
1	What is the best conversation you had with a stranger?
0	What are the similarities between Darwin's Theory and Lamarck's Theory?
1	Is it better to use pre-existing bad practices, or good practices that don't fit well with old code?
0	which is the most susceptible to damage from ionizing radiation?
1	What are some interesting love stories?
1	I need help deciding wether to buy a Apple or PC laptop and which kind for EDU. purposes?
1	Which is better law from BHU or Osmania university?
1	What is a good diet plan for type 2 diabetes?
1	Is Mac or Windows better for gaming?
1	Which is better Wireless PCI Card vs Wireless Bridge?
1	Which is the best LMS for pharma?
1	What are the best tricks to remember what you read?
1	What is the best English translation of the Bhagavad Gita?
1	What is the cutest animals princess you've ever seen?
1	For fear of flying is drinking alcohol a healthier option than pills?
0	What is difference between MMRDA act 1975 and MRTP act 1966?
1	What is the best font type and size to use in a mobile app?
1	Which is a better layover: Dubai or Doha
1	What makes a Bachelor's thesis different from Master's and PhD theses?
0	in what section of the country were most of the states with low populations of immigrants located
1	What is the most badass thing about Plato?
0	who won more el clasico real madrid or barcelona
1	Which is better? Nintendo DS or Sony PSP?
0	who has won the most eurovision song contests
0	what are the different types of combustion engines
0	What are the top 10 bands of all time?
1	What is the best sentimental movie of all time?
0	what is the longest town name in the united states
1	I am gonna take my GRE in another 1 month and 10 days. How do I start planning and what are some good books to study with?
1	What's the most secretive place on earth?
1	What are the best places to visit in Goa in 2 days?
0	what is the difference between an equivalency credit and a course challenge
0	What is the best way to deal with a boss?
1	Who are you closer to your dad or your mom?
1	Which is better Writing robust code vs. overengineering
0	Which mantra, and which method should be used to get my lover back if she loves another guy now?
1	If I have one week, which country should I visit, Guatemala or Nicaragua? What should I not miss in any of them? Which one offers better scuba diving?
1	Which two states in India has most beautiful women and why?
1	What are the pros and cons of using several deep neural networks at once?
1	What is the difference between Yahoo! and Google's online storage.Which company offers the best arrangement?
0	What are the best free ways to make money with CPA marketing?
1	What do you prefer : result-oriented hard-work or instictive brilliance?
1	Which are better, Samsung or LG refrigerators?
0	what are different id in canada immigration
0	who was the first demigod
1	Which is better Platform Independency Vs Architecture Neutrality
1	Who would be a better president: Hillary Clinton or Donald Trump?
1	What are the best viral videos?
1	Which is better m&ms or skittles?
0	What are Indonesia's largest industries?
0	what city has the lowest elevation in colorado
0	How do I tell the difference between real and fake emeralds?
0	How is the structure of a protein different from the structure of a nucleic acid?
1	What is the Differences between cooking a whole duck vs chicken or turkey?
0	What are some pros and cons of living near by sea or river?
1	Which is better, Snapdragon 625 or Snapdragon 650?
1	Apprenticeship vs. imitation learning - what is the difference?
1	What are some lesser-known sights to see when visiting Netanya, Israel?
1	What are the best websites in online jobs?
1	What are good examples of data flow diagrams for an inventory system?
1	What is ideal to learn first - scales or chords?
1	Which store is better Abercrombie, Hollister, Aeropostale, or American Eagle?
1	Who is betetr Natalie Portman or Jennifer Garner?
1	What are the top hotels in Jaipur?
1	When would best first search be worse than breadth first search?
1	What is the best way to become more charismatic?
0	What is the difference between MAKE IN INDIA and MAKE AMERICA GREAT AGAIN?
1	What's the difference between a masters in clinical dentistry versus going for a residency programme?
0	what do melanesia micronesia and polynesia have in common
0	What are the best ways to make money online?
1	Which college is best for doing a B.Tech in IT at North Campus?
1	Is Intel Better or AMD ?
1	What filesystem to have on my USB-harddrive; FAT32 or NTFS?
1	Which Android game people like the most?
1	What is the best soothing song you've ever heard?
1	Should I use VFAT or ext3 for a 1TB external USB hard drive?
1	What are some of the best ways to wish someone a happy birthday on a call?
0	What is the largest cartilage of the trachea
0	what is the highest mountain in europe called
1	Which are the famous tourist places in Chhattisgarh?
0	How much money per hour do Uber drivers make in Toledo, OH? What's the most a person can reasonably make per month?
1	Flying: What are the most interesting things that have happened on an airplane?
1	What is the best way to improve your web development skills?
1	Should I be shopping for an LCD or a TFT monitor? What's better, what has a longer lifespan, etc.?
1	What are some of the coolest / most unusual / strangest jobs?
